시군명,사업장명,인허가일자,영업상태명,폐업일자,병상수(개),의료기관종별명,의료인수(명),입원실수(개),진료과목내용,연면적(㎡),소재지도로명주소,소재지지번주소,소재지우편번호,WGS84위도,WGS84경도
고양시,원당경희한의원,20021008,영업중,,,1,181.7,"경기도 고양시 덕양구 고양대로1384번길 7-5, 302호,303호 (성사동, 서강프라자)","경기도 고양시 덕양구 성사동 720번지 2호 서강프라자 302호,303호",10468,37.6537197,126.8378417,,,
고양시,행남한의원,20020904,영업중,,,1,114.8,"경기도 고양시 덕양구 마상로154번길 2, 2층 (성사동, 윤빌딩)",경기도 고양시 덕양구 성사동 500번지 23호 윤빌딩 2층,10463,37.6584968,126.839259,,,
고양시,삼대손한의원,19970308,영업중,,,1,103.29,"경기도 고양시 덕양구 화중로 98, 307호 (화정동, 광성프라자)",경기도 고양시 덕양구 화정동 968번지 3호 광성프라자 307호,10497,37.635691,126.8313672,,,
고양시,루비한의원,20120814,영업중,,,1,92.8,"경기도 고양시 일산동구 정발산로 47, 207호 (장항동, 웅신아트)",경기도 고양시 일산동구 장항동 847번지 웅신아트프라자 207호,10402,37.6576849,126.7737127,,,
고양시,소나무한의원,20121008,영업중,,,1,92.4,경기도 고양시 덕양구 충경로 31 (행신동),경기도 고양시 덕양구 행신동 719-13번지,10524,37.61558373,126.8330104,,,
고양시,일등한의원,20160718,영업중,,,1,167.97,"경기도 고양시 덕양구 혜음로 27, 2층 (고양동)",경기도 고양시 덕양구 고양동 226번지 2층,10275,37.7029574,126.901699,,,
고양시,경희희망한의원,20090415,영업중,,,2,112.83,"경기도 고양시 덕양구 중앙로 452, 5층 (행신동, 메디스타원)",경기도 고양시 덕양구 행신동 1082번지 1호 5층,10486,37.61854772,126.8452286,,,
고양시,참나무한의원,19991001,영업중,,,1,125.46,"경기도 고양시 일산서구 킨텍스로 255, 일산디엠시티스카이뷰근린생활시설 2층 225호 (대화동)",경기도 고양시 일산서구 대화동 2307번지 12호,10390,37.66916424,126.7495487,,,
고양시,백제현경희한의원,20110613,영업중,,,1,105,"경기도 고양시 일산동구 위시티4로 46 (식사동, 위시티일산자이2단지아파트 상가 308호)",경기도 고양시 일산동구 식사동 1498 위시티일산자이2단지상가 308호,10322,37.6825629,126.8159098,,,
고양시,미래솔한의원,20140711,영업중,,,1,256.86,"경기도 고양시 일산서구 중앙로 1415, 501,502,503,506호 (주엽동, 씨티2000빌딩)","경기도 고양시 일산서구 주엽동 106번지 2호 씨티2000빌딩 501,502,503,506호",10386,37.66910486,126.7624906,,,
고양시,평화한의원,19970311,영업중,,,1,211.4,"경기도 고양시 덕양구 혜음로 45, 3층 (고양동, 메디칼센타)",경기도 고양시 덕양구 고양동 46번지 1호 고양메디칼빌딩 3층,10274,37.7045973,126.9018329,,,
고양시,동안한의원,20140515,영업중,,,1,88.15,"경기도 고양시 일산동구 일산로 142, 225호 (백석동, 유니테크빌 )",경기도 고양시 일산동구 백석동 1141번지 2호,10442,37.6498025,126.7936803,,,
고양시,미래한의원,20031015,영업중,,,1,83.93,"경기도 고양시 덕양구 화신로260번길 58, 403호 (화정동, 비전프라자)",경기도 고양시 덕양구 화정동 975번지 2호 비젼프라자 403호,10500,37.6332161,126.8332648,,,
고양시,관산한의원,20030703,영업중,,,1,93.44,경기도 고양시 덕양구 통일로 757 (관산동),경기도 고양시 덕양구 관산동 188번지 9호,10287,37.6870464,126.8659746,,,
고양시,천수한의원,20030613,영업중,,,1,60.78,경기도 고양시 덕양구 삼송로193번길 12 (삼송동),경기도 고양시 덕양구 삼송동 23번지 4호,10556,37.6537956,126.8958617,,,
고양시,토당한의원,20030410,영업중,,,1,112.8,"경기도 고양시 덕양구 행당로 2, 302호 (토당동, 가남프라자)",경기도 고양시 덕양구 토당동 882번지 가남프라자 302호,10516,37.619743,126.8247323,,,
고양시,제민한의원,20030303,영업중,,,1,73.8,"경기도 고양시 덕양구 중앙로 554, 407호 (행신동, 희성프라자)",경기도 고양시 덕양구 행신동 950번지 희성프라자 407호,10495,37.6236064,126.8358467,,,
고양시,한결한의원,19960224,영업중,,,1,72.46,경기도 고양시 일산동구 중앙로 1172 (마두동),경기도 고양시 일산동구 마두2동 802-1.,10414,37.6516574,126.7783773,,,
고양시,백마성동한의원,19950213,영업중,,,2,65.59,"경기도 고양시 일산동구 일산로 211, 3층 (마두동)",경기도 고양시 일산동구 마두동 737-7. 3층,10416,37.65495365,126.7893703,,,
고양시,광제한의원,19941011,영업중,,,1,115.23,"경기도 고양시 일산동구 강송로 180 (마두동, 백마프라자301호)",경기도 고양시 일산동구 마두2동 759. 백마프라자301호,10416,37.6547395,126.7836261,,,
고양시,동천한의원,19940321,영업중,,,1,61.44,경기도 고양시 일산동구 강송로 179 (마두동),경기도 고양시 일산동구 마두동 792번지 2호 신일산클리닉 202호,10415,37.6542703,126.7832082,,,
고양시,북경한의원,20140127,영업중,,,1,176.96,"경기도 고양시 덕양구 세솔로 96, 4층 (삼송동)",경기도 고양시 덕양구 삼송동 304번지 1호 4층,10557,37.65240977,126.8880334,,,
고양시,박종식한의원,20140121,영업중,,,1,125.86,"경기도 고양시 일산동구 일산로 456 (정발산동, 낙민상가 301호)",경기도 고양시 일산동구 정발산동 1139-2번지 낙민상가 301호,10357,37.674097,126.7765754,,,
고양시,길한의원,20120405,영업중,,,1,107.6,"경기도 고양시 덕양구 무원로6번길 36, 503호 (행신동, 남정씨티프라자6차)",경기도 고양시 덕양구 행신동 707번지 남정씨티프라자6차 503호,10523,37.61394492,126.8336824,,,
고양시,어담한의원,20071210,영업중,,,1,131.44,"경기도 고양시 일산동구 중산로 105 (중산동, 현해프라자 306호)",경기도 고양시 일산동구 중산동 1692외1필지 현해프라자 306호,10355,37.6813677,126.7812692,,,
고양시,우리원당한의원,20100604,영업중,,,2,190.06,"경기도 고양시 덕양구 호국로 773, 5층 501호,502호(일부),503호 (주교동, 코스모프라자빌딩)","경기도 고양시 덕양구 주교동 609번지 3호 코스모프라자빌딩 5층(501호,501호(일부),503호)",10461,37.6555803,126.8347325,,,
고양시,자연한의원,20071026,영업중,,,1,132.69,"경기도 고양시 덕양구 푸른마을로 6, 201호 (고양동, 고양 e PLAZA)",경기도 고양시 덕양구 고양동 721번지 e플라자상가 201호,10270,37.7087696,126.9028591,,,
고양시,가야한의원,20071025,영업중,,,1,92.77,"경기도 고양시 덕양구 화신로260번길 66, 401호 (화정동, 한빛 하이죤)",경기도 고양시 덕양구 화정동 975번지 한빛하이존빌딩 401호,10500,37.6336036,126.8333432,,,
고양시,경희그린비한의원,20071015,영업중,,,1,209.89,경기도 고양시 덕양구 충장로 134 (행신동),"경기도 고양시 덕양구 행신동 943번지 1호 아이프라자 302,303호",10495,37.6242988,126.8349276,,,
고양시,화정코앤키한의원,20071001,영업중,,,1,169.23,"경기도 고양시 덕양구 화정로 53, 202호 (화정동, 새롬프라자)",경기도 고양시 덕양구 화정동 969번지 1호 새롬프라자 202호,10497,37.63510613,126.8318444,,,
고양시,효재한의원,20070430,영업중,,,3,268.37,"경기도 고양시 덕양구 화중로 54, 2층 202호 (화정동, 서일빌딩)",경기도 고양시 덕양구 화정동 984번지 서일빌딩 202호,10500,37.63202343,126.8308999,,,
고양시,서화한의원,20110711,영업중,,,1,131,"경기도 고양시 덕양구 충장로 140, 3층 (행신동, 썬프라자)",경기도 고양시 덕양구 행신동 943번지 썬플라자빌딩 3층,10495,37.6246325,126.8351534,,,
고양시,바른몸한의원,20110413,영업중,,,1,268.5,"경기도 고양시 일산동구 중앙로 1194 (마두동, 금강프라자 206~208호)",경기도 고양시 일산동구 마두동 798-3 금강프라자 2층일부(206~208호),10414,37.65346623,126.7772613,,,
고양시,생기한의원,20150127,영업중,,,1,129.53,"경기도 고양시 일산동구 중앙로 1181, 10층 (장항동, 교보빌딩)",경기도 고양시 일산동구 장항동 893번지 교보빌딩 10층,10414,37.65224713,126.7770848,,,
고양시,인애한의원,20170103,영업중,,,1,98.4,"경기도 고양시 일산서구 중앙로 1437 (주엽동, 화성프라자 304호)",경기도 고양시 일산서구 주엽동 109번지 304호,10387,37.6699656,126.7604589,,,
고양시,이든한의원,20120125,영업중,,,1,200.5,"경기도 고양시 일산동구 백마로 195, 2층 (장항동, 에스케이엠시티오피스)","경기도 고양시 일산동구 장항동 869번지 SK-MCITY 2-2122호,2-2123호일부",10403,37.65471504,126.7707982,,,
고양시,가가한의원,20180117,영업중,,,1,280.8,"경기도 고양시 덕양구 무원로36번길 46, 예일클리닉빌딩 403,404,405호 (행신동)","경기도 고양시 덕양구 행신동 725번지 예일클리닉빌딩 403,404,405호",10524,37.6169178,126.8334831,,,
고양시,신도한의원,20090129,영업중,,,1,87.11,"경기도 고양시 덕양구 호국로 792, 2층 (성사동)",경기도 고양시 덕양구 성사동 696번지 3호 2층일부,10463,37.656547,126.8366228,,,
고양시,경희홍한의원,20100211,영업중,,,1,136.26,"경기도 고양시 덕양구 화정로 53-1, 4층 410~415호 (화정동, 글로리아빌딩)",경기도 고양시 덕양구 화정동 967번지 3호 글로리아빌딩 4층 410~415호,10497,37.63538615,126.8323423,,,
고양시,고운한의원,20180703,영업중,,,1,128.7,"경기도 고양시 일산서구 중앙로 1406, 한솔코아(주) 305호 (주엽동)",경기도 고양시 일산서구 주엽동 72번지 2호 한솔코아(주),10386,37.66926975,126.7638276,,,
고양시,박재범한의원,20130415,영업중,,,1,120,"경기도 고양시 덕양구 통일로 1262, 2층 (내유동)",경기도 고양시 덕양구 내유동 544번지 1호 2층,10263,37.72503902,126.8437294,,,
고양시,동서한의원,19970220,영업중,,,1,140.6,"경기도 고양시 일산서구 주화로 70, 305~6호 (주엽동, 우신프라자)",경기도 고양시 일산서구 주엽2동 109번지 1호 우신프라자 305~6호,10387,37.6696588,126.7602446,,,
고양시,성정한의원,19970118,영업중,,,1,119.86,"경기도 고양시 일산서구 중앙로 1415, 404,405호 (주엽동, 씨티2000빌딩)","경기도 고양시 일산서구 주엽동 106-2씨티2000빌딩404,405호",10386,37.6691048,126.7624906,,,
고양시,백한의원,19961219,영업중,,,1,127.6,"경기도 고양시 일산서구 일현로 123, 401호 (탄현동, 휴엔코아)",경기도 고양시 일산서구 탄현동 139-32 필지.휴엔코아401호,10241,37.6978513,126.7653459,,,
고양시,동의보감한의원,19960515,영업중,,,3,67,경기도 고양시 일산서구 일청로 15-1 (일산동),경기도 고양시일산서구 일산동 616번지 1호,10350,37.6858242,126.7702364,,,
고양시,세화한의원,19960502,영업중,,,1,78.67,경기도 고양시 일산서구 후곡로 22 (일산동),경기도 고양시 일산서구 일산동 1059,10375,37.679045,126.7637395,,,
고양시,서강한의원,19950904,영업중,,,1,170.81,"경기도 고양시 일산서구 일청로 17-1, 2층 (일산동)",경기도 고양시 일산서구 일산동 615-6.2층,10350,37.6859595,126.7702927,,,
고양시,서한의원,20181016,영업중,,,1,139,"경기도 고양시 덕양구 중앙로 550, 삼일프라자 602호 (행신동)",경기도 고양시 덕양구 행신동 950번지 1호 삼일프라자,10495,37.6234177,126.8361756,,,
고양시,능곡한의원,19880915,영업중,,,1,71.29,경기도 고양시 덕양구 능곡로 3 (토당동),경기도 고양시 덕양구 토당동 340번지 6호,10508,37.6211319,126.8197677,,,
고양시,삼송경희한의원,20140903,영업중,,,1,136.9,"경기도 고양시 덕양구 삼송로 88, 401호 (삼송동, 오성프라자)",경기도 고양시 덕양구 삼송동 326번지 오성프라자 401호,10589,37.6506036,126.8838661,,,
고양시,최병진한의원,20180402,영업중,,,1,93.38,"경기도 고양시 일산동구 중앙로 1182, 올림픽스포츠센터 2층 205(일부)호 (마두동)",경기도 고양시 일산동구 마두동 801번지 올림픽스포츠센터,10414,37.6526032,126.7782611,,,
고양시,동방한의원,20180406,영업중,,,3,457.5,"경기도 고양시 일산서구 강성로 275, 스타타워빌딩 201호 (대화동)",경기도 고양시 일산서구 대화동 2206번지 스타타워빌딩,10381,37.67720717,126.7466286,,,
고양시,화정한의원,20171017,영업중,,,1,193.42,"경기도 고양시 덕양구 화중로 60, 2층 205,206호 (화정동, 화정빌딩)",경기도 고양시 덕양구 화정동 983번지,10500,37.63232956,126.8307632,,,
고양시,성모한의원,19950530,영업중,,,1,92.1,"경기도 고양시 일산서구 대산로 117, 403호 (주엽동)",경기도 고양시 일산서구 주엽동 51번지403호,10388,37.67387452,126.7642435,,,
고양시,김문방한의원,19940428,영업중,,,1,89.06,경기도 고양시 일산서구 원일로 102-1 (일산동),경기도 고양시 일산서구 일산동 640-17,10341,37.6852897,126.7733444,,,
고양시,예창한의원,20040818,영업중,,,3,410,"경기도 고양시 덕양구 권율대로 894, 5층 (신원동, 새한일프라자)",경기도 고양시 덕양구 신원동 627번지 2호,10571,37.66316054,126.8903402,,,
고양시,금강한의원,20040715,영업중,,,1,162.71,"경기도 고양시 일산서구 강선로 152, 201,202호 (일산동, 두레빌딩)","경기도 고양시 일산서구 일산동 1088.두레빌딩201,202호",10360,37.6764083,126.7697897,,,
고양시,신기율한의원,20110701,영업중,,,1,213,"경기도 고양시 일산동구 숲속마을로 38, 아크리아 302호 (풍동)",경기도 고양시 일산동구 풍동 1279번지 2호 아크리아,10306,37.66729973,126.7990716,,,
고양시,향지한의원,20110630,영업중,,,1,82,"경기도 고양시 일산동구 위시티로 81 (식사동, 풍산트윈시티 2 201호)",경기도 고양시 일산동구 식사동 670-27 풍산트윈시티2  201호,10325,37.6791318,126.8112933,,,
고양시,인술명인한의원,20150811,영업중,,,1,97.6,"경기도 고양시 덕양구 화중로104번길 26, 201호 (화정동, 한솔타워)",경기도 고양시 덕양구 화정동 967번지 1호,10497,37.6358278,126.8325111,,,
고양시,이레한의원,20130103,영업중,,,1,74.95,"경기도 고양시 일산서구 중앙로 1426, 509호 (주엽동, 일송노블레스)",경기도 고양시 일산서구 주엽동 66번지 1호,10386,37.67026995,126.7619425,,,
